UniProtID,ProteinName,mean_Case,mean_Control,log2foldchange,p_value,t_value
P55786,NPEPPS,19.8061974114237,19.9634509898325,-0.157253578408795,0.43191098136333,-0.787719897316795
Q02790,FKBP4,17.5090060689487,17.6689056385544,-0.159899569605724,0.0996098243092549,-1.65176123347707
Q15746,MYLK,15.4604379684145,15.6312766945561,-0.170838726141572,0.0853050750386664,-1.72799215982541
P12081,HARS1,18.5560018437558,18.7280400887447,-0.172038244988833,0.400875333078013,-0.840885906004086
Q14203,DCTN1,16.2024700658596,16.3769412403577,-0.174471174498024,0.248252167827703,-1.15790300424337
P14625,HSP90B1,17.69654047487,17.8729621164801,-0.176421641610062,0.0203343887009711,-2.33335476055731
Q15691,MAPRE1,12.9936777239098,13.1715063599123,-0.177828636002474,0.0782342435482712,-1.76844415934354
P20851,C4BPB,14.3783965391429,14.5622328261946,-0.183836287051713,0.00199084942945472,-3.11038849496705
P23396,RPS3,15.3864022723693,15.5705225151308,-0.18412024276153,0.0517895894131533,-1.95131399546425
Q14315,FLNC,15.6526765233678,15.8402317213337,-0.187555197965969,0.0359785630700672,-2.10530825241325
P01042,KNG1,19.5752397509042,19.7669430348149,-0.191703283910737,0.000308022931891593,-3.63788092019563
Q9UDT6,CLIP2,16.0992702292878,16.2971348552076,-0.197864625919809,0.0454915873652525,-2.01234512262659
Q14012,CAMK1,12.3511979402798,12.5493214091207,-0.198123468840878,0.234011251483147,-1.19386038593442
Q96PD5,PGLYRP2,16.1837737724053,16.3845091976221,-0.200735425216802,0.00300090892001034,-2.98473238619797
P20618,PSMB1,15.7957943575992,15.9976766116042,-0.20188225400503,0.120103029315081,-1.55872258344902
P43251,BTD,14.2307965946591,14.4340997672799,-0.203303172620744,2.04417836740201e-05,-4.30656702918906
Q9UQ35,SRRM2,9.71916982002619,9.92298352616645,-0.203813706140258,0.0176878128775426,-2.38738957102035
P04196,HRG,18.0580315304476,18.2637276032205,-0.205696072772881,0.0128140573226408,-2.49950194105237
Q14204,DYNC1H1,19.4980277515529,19.7083594709828,-0.210331719429913,0.294253624669593,-1.05111602272434
P22792,CPN2,15.411080374757,15.6230803456263,-0.211999970869332,0.000250584726942111,-3.69232283426294
Q9P0L0,VAPA,15.7606134411707,15.9729258243566,-0.212312383185923,0.0175794340740583,-2.38688636825108
P35542,SAA4,11.6270086520264,11.8411988715001,-0.214190219473702,0.037031726944251,-2.09375877270477
Q9UK55,SERPINA10,12.9175924939815,13.1326042052573,-0.215011711275746,1.1798591707149e-05,-4.43246370386519
Q32MZ4,LRRFIP1,14.7584015607739,14.9737648536106,-0.215363292836738,0.4304574250423,-0.789856767045825
Q9NQC3,RTN4,19.1286827131323,19.3442172936531,-0.215534580520789,0.00147379135138658,-3.20319685527455
P04180,LCAT,13.024937419307,13.2412798210596,-0.216342401752632,5.98403927924326e-06,-4.58850788454267
P01344,IGF2,11.7669644463992,11.9842935655368,-0.217329119137577,0.000304196267528478,-3.64318228407693
P01019,AGT,17.2847163943578,17.5054986072476,-0.220782212889755,0.00118883955055059,-3.263125482671
Q6EMK4,VASN,11.1427803910592,11.3679160064357,-0.225135615376505,4.43310487210152e-06,-4.65835941089448
Q13790,APOF,11.7414243522441,11.9681596216038,-0.226735269359692,3.31057806485711e-05,-4.19648333521086
Q9Y446,PKP3,14.6669898942318,14.8959799195076,-0.228990025275783,0.00124881784943505,-3.25658877277766
P62847,RPS24,12.8900047018634,13.1205425333341,-0.230537831470718,0.00564038150233891,-2.7967177091644
Q562R1,ACTBL2,12.6018311086993,12.8345318209554,-0.232700712256117,0.175853167911982,-1.35635167288251
Q9H0W9,C11orf54,14.9700189805616,15.2067027530436,-0.236683772482035,0.168612303389882,-1.37996643437435
P02751,FN1,18.1093563208136,18.3540016419848,-0.244645321171188,0.196902957096867,-1.29476309591693
P0C0L4,C4A,16.4009539917719,16.6467986406905,-0.245844648918538,0.00425806354057392,-2.87332202797263
P10909,CLU,17.844134486942,18.0902754282195,-0.246140941277435,7.21929883592424e-05,-4.00774204910926
P00747,PLG,18.5967674671702,18.8450606787595,-0.248293211589356,0.000124636642154622,-3.87113626226388
P27918,CFP,12.2702865473222,12.5235190389786,-0.253232491656357,3.3175080749323e-05,-4.19419830483222
P11142,HSPA8,17.4922231008106,17.7499157471945,-0.257692646383894,0.0253169344779228,-2.25196497958568
P36980,CFHR2,12.8791250028726,13.1368598382164,-0.257734835343836,0.00161525632887588,-3.17295283879016
P46939,UTRN,15.3220959121044,15.580973291984,-0.258877379879589,0.0117958548047572,-2.53646871065142
Q9UL46,PSME2,11.8059973017479,12.0655009593182,-0.259503657570342,0.018307977674592,-2.3835930898559
Q8IZ83,ALDH16A1,12.4730889949023,12.7371833803475,-0.264094385445148,0.000172276162360899,-3.820675090606
O14556,GAPDHS,9.94334251070108,10.2107655207519,-0.267423010050784,0.00334762053113556,-2.96859012476139
Q02809,PLOD1,15.4918717974435,15.7633571442759,-0.271485346832353,0.0694507593105387,-1.82665096496737
P05186,ALPL,13.5536905660764,13.8252209768454,-0.271530410769058,0.00013544991264004,-3.86750446381925
P04004,VTN,18.9500085119451,19.2227486784765,-0.272740166531381,3.42655963689762e-05,-4.1865925337449
P49908,SELENOP,11.6705704251967,11.9450204485386,-0.274450023341926,1.93361078427817e-06,-4.82998848801786
P43652,AFM,18.3754431912827,18.6501632792854,-0.274720088002667,5.10228419618214e-05,-4.09281711576969
Q92954,PRG4,11.1732600629098,11.4480232765558,-0.274763213646006,8.13456019028114e-06,-4.52076044452793
P19823,ITIH2,19.2590645037138,19.5372811195559,-0.278216615842044,1.06331773200015e-05,-4.45917073676831
P00739,HPR,13.227163128085,13.5132517947228,-0.286088666637777,0.0107402826469346,-2.56240056787638
P17948,FLT1,13.2102823832896,13.5064399833305,-0.296157600040923,0.000162724638985816,-3.83498348343586
Q99459,CDC5L,18.7257616321911,19.0238909753736,-0.298129343182552,0.00269049681237933,-3.02904300982481
P00533,EGFR,16.6594883646734,16.9596721421938,-0.300183777520459,0.0470434801790191,-1.99401514871952
P05154,SERPINA5,12.197035170262,12.5090134904562,-0.311978320194257,7.47011629364914e-06,-4.54861605579282
P78527,PRKDC,17.5806290275037,17.8990608632399,-0.318431835736146,0.137615389331673,-1.49004544433476
P04792,HSPB1,14.2227975114947,14.5437241906623,-0.320926679167579,0.271038196298899,-1.10287599212032
Q12913,PTPRJ,14.0734023716433,14.4137967811947,-0.340394409551484,0.161348638087216,-1.40458349459369
P19827,ITIH1,18.6612176106034,19.0051882782949,-0.343970667691504,2.42906835802998e-08,-5.68732768385346
P03952,KLKB1,15.7496236951626,16.1039855713227,-0.354361876160102,8.17650400956445e-09,-5.88238056872957
P17936,IGFBP3,13.7509242333261,14.1060843659844,-0.355160132658284,6.22876314622429e-08,-5.51042812798817
P54578,USP14,17.3940701272949,17.7531160990544,-0.35904597175945,0.000355349574375626,-3.62902682913189
P30101,PDIA3,19.6393675877801,20.0039925899857,-0.364625002205639,0.000688854029548684,-3.431293185282
P02753,RBP4,17.2124280738051,17.5774636020205,-0.365035528215365,6.56497222353292e-06,-4.56731788894195
P05452,CLEC3B,14.4014879163577,14.770996721932,-0.369508805574306,7.26768219597014e-09,-5.90819789166564
Q6UX04,CWC27,14.3678008977416,14.7448346362285,-0.377033738486862,1.11377066182067e-06,-5.03553299623772
P29622,SERPINA4,15.1649342644789,15.5540698303322,-0.389135565853294,1.11118800377215e-09,-6.23555365136969
P30084,ECHS1,17.6446561939201,18.0458804615778,-0.40122426765765,0.00681127211667278,-2.73416616857159
P19971,TYMP,13.9663770141436,14.3680662358518,-0.401689221708166,0.0344518291963056,-2.1242166853715
P38646,HSPA9,15.7018811637474,16.1164135561999,-0.414532392452557,0.0157122505627126,-2.43472802170258
P62701,RPS4X,12.9407434833905,13.3556775359449,-0.414934052554388,4.40398896800429e-13,-7.51048167354343
O14791,APOL1,13.3068458697712,13.7265684797078,-0.419722609936565,1.2779353088578e-08,-5.80290627541347
P02790,HPX,21.4329216656912,21.867839994998,-0.434918329306832,6.27439882574544e-12,-7.08343754196767
P40227,CCT6A,17.8197432504417,18.2552106477543,-0.435467397312554,0.00529220405757254,-2.82553967438408
P02749,APOH,18.535831172663,18.976053235203,-0.440222062539945,1.26529589187868e-11,-6.97011681028534
P05546,SERPIND1,18.068612183573,18.5172459093888,-0.448633725815863,5.51755437430356e-10,-6.35457928842771
P02655,APOC2,15.7846654305256,16.2370006627724,-0.452335232246709,1.74756274798616e-05,-4.34661164244317
O95445,APOM,16.0885630252479,16.5428055440764,-0.454242518828515,4.80295967289534e-09,-5.99299306110442
P62158,CALM1,16.594776163956,17.0527308513061,-0.457954687350064,0.169842562300242,-1.3753734198199
P62158,CALM2,16.594776163956,17.0527308513061,-0.457954687350064,0.169842562300242,-1.3753734198199
P62158,CALM3,16.594776163956,17.0527308513061,-0.457954687350064,0.169842562300242,-1.3753734198199
Q15063,POSTN,12.0566024380413,12.5253585266712,-0.468756088629826,0.0638138192357885,-1.86349610987918
P36955,SERPINF1,15.1893538010433,15.6620932866454,-0.472739485602089,3.47818032416214e-15,-8.17675500247698
P06276,BCHE,13.5834248187598,14.0666489114172,-0.483224092657405,1.64357296601291e-12,-7.29263266298248
P48147,PREP,15.3355282561625,15.819701808241,-0.484173552078465,0.093341568089856,-1.68427441059449
P05090,APOD,16.9951186957571,17.4798711800346,-0.484752484277561,7.83658055018233e-10,-6.2899810036789
P25311,AZGP1,16.572832980809,17.0676673771355,-0.494834396326489,2.40170849774464e-13,-7.56309586250697
P69905,HBA1,15.8356315992991,16.3321092153817,-0.496477616082606,0.00515165434623952,-2.81232745873625
P69905,HBA2,15.8356315992991,16.3321092153817,-0.496477616082606,0.00515165434623952,-2.81232745873625
P02654,APOC1,15.4546943451593,15.9515218186647,-0.496827473505419,5.58178714835695e-08,-5.53890736086412
P68871,HBB,17.7477938605327,18.2729069853929,-0.525113124860226,0.00335770819893,-2.94996860577756
P27169,PON1,16.0792235931441,16.628837970648,-0.549614377503925,1.41442124728179e-12,-7.31584517159806
Q92945,KHSRP,19.267312168446,19.8203161648577,-0.553003996411714,0.0304667238919692,-2.17877179559378
Q9Y6U3,SCIN,15.2611705334011,15.831647664136,-0.570477130734927,5.32550973809912e-15,-8.11019204276624
P06396,GSN,16.9232187270818,17.4937059335968,-0.570487206514983,1.56889406924016e-14,-7.97283954296385
Q86V81,ALYREF,16.6781434729974,17.2623735523512,-0.584230079353809,0.0751509395505497,-1.78750464934692
P35858,IGFALS,15.3985540665243,15.9936985497205,-0.595144483196108,1.93937284996171e-16,-8.57530673710391
P02766,TTR,17.6088552541165,18.2091204680865,-0.600265213969983,2.73457766922348e-11,-6.85333924011008
P02743,APCS,16.3207282396218,16.9212767128738,-0.600548473251983,1.00343760350042e-16,-8.65755600360162
P02656,APOC3,15.3240950423452,15.9298620525923,-0.605767010247101,1.42172126905286e-07,-5.35890640037919
P06727,APOA4,18.0933035371353,18.7164008535386,-0.623097316403282,0.00152862086291865,-3.19399951766418
P80108,GPLD1,12.6283993450589,13.29684519627,-0.668445851211169,7.37633856561166e-17,-8.70828573596636
O75636,FCN3,14.0173721691001,14.8227840069022,-0.805411837802094,1.03353795652657e-19,-9.57598447005075
